flag,Bin,Actual_Count,Expected_Count,SOVEREIGNT
CUW,637.5,1,0.7483551723651268,Netherlands
CUW,662.5,0,0.650077859222126,Netherlands
CUW,687.5,0,0.5647067577754721,Netherlands
CUW,712.5,0,0.4905469671877102,Netherlands
CUW,737.5,0,0.42612616850023344,Netherlands
CUW,762.5,0,0.3701653941960393,Netherlands
CUW,787.5,0,0.321553636432473,Netherlands
CUW,812.5,0,0.2793257898338203,Netherlands
CUW,837.5,0,0.24264349093334786,Netherlands
CUW,862.5,0,0.21077847386503376,Netherlands
CUW,887.5,0,0.18309811185944097,Netherlands
CUW,912.5,0,0.15905285749413847,Netherlands
CUW,937.5,0,0.13816533234635914,Netherlands
CUW,962.5,0,0.12002084944049198,Netherlands
CUW,987.5,0,0.10425918032971151,Netherlands
CUW,1012.5,0,0.09056740336114594,Netherlands
CUW,1037.5,0,0.0786736911381811,Netherlands
CUW,1062.5,0,0.06834191384097445,Netherlands
CUW,1087.5,0,0.059366951262551586,Netherlands
CUW,1112.5,0,0.05157062048937,Netherlands
CUW,1137.5,0,0.0447981383766478,Netherlands
CUW,1162.5,0,0.03891504858712976,Netherlands
CUW,1187.5,0,0.033804552184894955,Netherlands
PNG,62.5,23,25.56191208192507,Papua New Guinea
PNG,87.5,25,20.792843621557243,Papua New Guinea
PNG,112.5,29,16.913537003213563,Papua New Guinea
PNG,137.5,23,13.757989968360642,Papua New Guinea
PNG,162.5,21,11.191171186343084,Papua New Guinea
PNG,187.5,14,9.103242029544777,Papua New Guinea
PNG,212.5,0,7.404856388006809,Papua New Guinea
PNG,237.5,1,6.023337394419159,Papua New Guinea
PNG,262.5,0,4.899567454916444,Papua New Guinea
PNG,287.5,1,3.9854585047018314,Papua New Guinea
PNG,312.5,0,3.241894236349689,Papua New Guinea
PNG,337.5,0,2.6370562451668627,Papua New Guinea
PNG,362.5,0,2.1450624644694347,Papua New Guinea
PNG,387.5,0,1.7448596270591046,Papua New Guinea
PNG,412.5,0,1.4193223594044964,Papua New Guinea
PNG,437.5,0,1.1545203572053988,Papua New Guinea
PNG,462.5,0,0.9391222835106653,Papua New Guinea
PNG,487.5,0,0.7639108811568488,Papua New Guinea
PNG,512.5,0,0.621388550347606,Papua New Guinea
PNG,537.5,0,0.5054565133544706,Papua New Guinea
PNG,562.5,0,0.4111538372400918,Papua New Guinea
PNG,587.5,0,0.33444514693333527,Papua New Guinea
PNG,612.5,0,0.27204794453114667,Papua New Guinea
PNG,637.5,0,0.2212921455199801,Papua New Guinea
PNG,662.5,0,0.18000582122842362,Papua New Guinea
PNG,687.5,0,0.14642225823235844,Papua New Guinea
PNG,712.5,0,0.1191043576232953,Papua New Guinea
PNG,737.5,0,0.09688313905351685,Papua New Guinea
PNG,762.5,0,0.07880771803961796,Papua New Guinea
PNG,787.5,0,0.06410461596602711,Papua New Guinea
PNG,812.5,0,0.05214466159377252,Papua New Guinea
PNG,837.5,0,0.04241606773167105,Papua New Guinea
PNG,862.5,0,0.034502530974989655,Papua New Guinea
PNG,887.5,0,0.028065417360460306,Papua New Guinea
PNG,912.5,0,0.022829271631941313,Papua New Guinea
PNG,937.5,0,0.018570030032003398,Papua New Guinea
PNG,962.5,0,0.015105432225299928,Papua New Guinea
PNG,987.5,0,0.012287222062670938,Papua New Guinea
PNG,1012.5,0,0.009994803443256626,Papua New Guinea
PNG,1037.5,0,0.00813007979832691,Papua New Guinea
PNG,1062.5,0,0.006613256368909393,Papua New Guinea
PNG,1087.5,0,0.005379425649653742,Papua New Guinea
PNG,1112.5,0,0.004375789884143065,Papua New Guinea
PNG,1137.5,0,0.003559401757194116,Papua New Guinea
PNG,1162.5,0,0.0028953266049190772,Papua New Guinea
PNG,1187.5,0,0.0023551474997994246,Papua New Guinea
NOR,62.5,37,21.82144156438323,Norway
NOR,87.5,34,18.214940466749482,Norway
NOR,112.5,8,15.204497614344701,Norway
NOR,137.5,19,12.691600509297148,Norway
NOR,162.5,8,10.594018136819116,Norway
NOR,187.5,10,8.843110071187365,Norway
NOR,212.5,6,7.381580314588345,Norway
NOR,237.5,1,6.1616023663721835,Norway
NOR,262.5,0,5.14325416825069,Norway
NOR,287.5,1,4.293211711226115,Norway
NOR,312.5,0,3.5836585543813992,Norway
NOR,337.5,2,2.9913755710694216,Norway
NOR,362.5,0,2.4969811357308505,Norway
NOR,387.5,0,2.0842968875241423,Norway
NOR,412.5,0,1.739818316277061,Norway
NOR,437.5,0,1.4522728464315589,Norway
NOR,462.5,2,1.2122509579020788,Norway
NOR,487.5,0,1.0118982727972972,Norway
NOR,512.5,0,0.8446585319777107,Norway
NOR,537.5,0,0.705059050719092,Norway
NOR,562.5,1,0.5885316328208181,Norway
NOR,587.5,1,0.4912630828262053,Norway
NOR,612.5,0,0.41007042457707743,Norway
NOR,637.5,0,0.3422967428072342,Norway
NOR,662.5,0,0.2857242393358677,Norway
NOR,687.5,0,0.23850165874948615,Norway
NOR,712.5,0,0.1990837086782423,Norway
NOR,737.5,0,0.16618049228208082,Norway
NOR,762.5,0,0.13871529819521228,Norway
NOR,787.5,0,0.11578936666482838,Norway
NOR,812.5,1,0.096652478905197,Norway
NOR,837.5,0,0.08067840724579471,Norway
NOR,862.5,0,0.06734442271372379,Norway
NOR,887.5,0,0.056214189464934616,Norway
NOR,912.5,0,0.04692348630904222,Norway
NOR,937.5,0,0.039168288084443115,Norway
NOR,962.5,1,0.03269481686339758,Norway
NOR,987.5,0,0.027291237427227652,Norway
NOR,1012.5,0,0.022780725257516135,Norway
NOR,1037.5,0,0.01901568020290086,Norway
NOR,1062.5,0,0.015872896472448536,Norway
NOR,1087.5,0,0.013249530899544044,Norway
NOR,1112.5,0,0.011059737544654186,Norway
NOR,1137.5,0,0.00923185850757447,Norway
NOR,1162.5,0,0.007706079023989197,Norway
NOR,1187.5,0,0.006432470111591174,Norway
MHL,62.5,10,16.869179689733663,Marshall Islands
MHL,87.5,23,14.539147125086153,Marshall Islands
MHL,112.5,19,12.530947148162051,Marshall Islands
MHL,137.5,14,10.800127069289825,Marshall Islands
MHL,162.5,9,9.30837416626685,Marshall Islands
MHL,187.5,6,8.022667609680417,Marshall Islands
MHL,212.5,9,6.914547527393622,Marshall Islands
MHL,237.5,4,5.959485028507862,Marshall Islands
MHL,262.5,7,5.136339241910837,Marshall Islands
MHL,287.5,7,4.426889350638837,Marshall Islands
MHL,312.5,6,3.815431263358078,Marshall Islands
MHL,337.5,4,3.288429995050494,Marshall Islands
MHL,362.5,1,2.8342200621457856,Marshall Islands
MHL,387.5,2,2.4427472601697606,Marshall Islands
MHL,412.5,0,2.105346108004519,Marshall Islands
MHL,437.5,1,1.8145480323582974,Marshall Islands
MHL,462.5,0,1.5639160464956603,Marshall Islands
MHL,487.5,0,1.347902263743224,Marshall Islands
MHL,512.5,0,1.1617250917498048,Marshall Islands
MHL,537.5,0,1.0012633891222067,Marshall Islands
MHL,562.5,0,0.8629652415327591,Marshall Islands
MHL,587.5,0,0.7437693380025977,Marshall Islands
MHL,612.5,0,0.6410372069798203,Marshall Islands
MHL,637.5,0,0.5524948122169892,Marshall Islands
MHL,662.5,0,0.4761822156389944,Marshall Islands
MHL,687.5,0,0.4104101929590702,Marshall Islands
MHL,712.5,0,0.3537228417039312,Marshall Islands
MHL,737.5,0,0.3048653539547555,Marshall Islands
MHL,762.5,0,0.26275624043457535,Marshall Islands
MHL,787.5,0,0.2264633911059558,Marshall Islands
MHL,812.5,0,0.19518344236615687,Marshall Islands
MHL,837.5,0,0.16822399412043626,Marshall Islands
MHL,862.5,0,0.14498828309802314,Marshall Islands
MHL,887.5,0,0.12496197314554183,Marshall Islands
MHL,912.5,0,0.10770177009316978,Marshall Islands
MHL,937.5,0,0.09282560917708052,Marshall Islands
MHL,962.5,0,0.08000419781066169,Marshall Islands
MHL,987.5,0,0.06895372649931401,Marshall Islands
MHL,1012.5,0,0.059429586549870926,Marshall Islands
MHL,1037.5,0,0.05122095551318816,Marshall Islands
MHL,1062.5,0,0.044146130504898455,Marshall Islands
MHL,1087.5,0,0.038048506105181325,Marshall Islands
MHL,1112.5,0,0.03279310780531778,Marshall Islands
MHL,1137.5,0,0.028263604267645577,Marshall Islands
MHL,1162.5,0,0.024359732262656815,Marshall Islands
MHL,1187.5,0,0.020995077283460502,Marshall Islands
MUS,62.5,16,15.782049454691343,Mauritius
MUS,87.5,17,13.674146885536379,Mauritius
MUS,112.5,22,11.847782734684202,Mauritius
MUS,137.5,18,10.26535380256559,Mauritius
MUS,162.5,8,8.894279296948646,Mauritius
MUS,187.5,4,7.706330023652815,Mauritius
MUS,212.5,2,6.677047172762697,Mauritius
MUS,237.5,7,5.785238733672306,Mauritius
MUS,262.5,1,5.012543170596518,Mauritius
MUS,287.5,7,4.3430513750198925,Mauritius
MUS,312.5,2,3.762979111423283,Mauritius
MUS,337.5,2,3.2603832122393777,Mauritius
MUS,362.5,2,2.824915678745732,Mauritius
MUS,387.5,0,2.4476106250536036,Mauritius
MUS,412.5,1,2.1206996785600114,Mauritius
MUS,437.5,1,1.8374520361244755,Mauritius
MUS,462.5,2,1.592035882869774,Mauritius
MUS,487.5,1,1.3793983203451718,Mauritius
MUS,512.5,1,1.1951613318798318,Mauritius
MUS,537.5,4,1.0355316431466357,Mauritius
MUS,562.5,0,0.8972226220466366,Mauritius
MUS,587.5,0,0.7773866099022425,Mauritius
MUS,612.5,0,0.6735562907194127,Mauritius
MUS,637.5,0,0.5835938913647577,Mauritius
MUS,662.5,0,0.5056471667341803,Mauritius
MUS,687.5,0,0.4381112636878302,Mauritius
MUS,712.5,0,0.37959567856342963,Mauritius
MUS,737.5,0,0.3288956279533381,Mauritius
MUS,762.5,0,0.284967243294738,Mauritius
MUS,787.5,0,0.24690607855245403,Mauritius
MUS,812.5,0,0.21392848848628396,Mauritius
MUS,837.5,0,0.18535549409855753,Mauritius
MUS,862.5,0,0.16059880306556784,Mauritius
MUS,887.5,0,0.1391486973263047,Mauritius
MUS,912.5,0,0.12056353844497664,Mauritius
MUS,937.5,0,0.10446067467153972,Mauritius
MUS,962.5,0,0.09050856248559194,Mauritius
MUS,987.5,0,0.07841994041268618,Mauritius
MUS,1012.5,0,0.06794591456810103,Mauritius
MUS,1037.5,0,0.05887083415519413,Mauritius
MUS,1062.5,0,0.05100785140886187,Mauritius
MUS,1087.5,0,0.04419507456765593,Mauritius
MUS,1112.5,0,0.03829223466762671,Mauritius
MUS,1137.5,0,0.03317779753029228,Mauritius
MUS,1162.5,0,0.02874646148271177,Mauritius
MUS,1187.5,0,0.024906989290771033,Mauritius
GBR,62.5,18,14.683424949082443,United Kingdom
GBR,87.5,10,12.743928135952634,United Kingdom
GBR,112.5,16,11.060614597582294,United Kingdom
GBR,137.5,14,9.599645727059453,United Kingdom
GBR,162.5,18,8.331652574278662,United Kingdom
GBR,187.5,6,7.231145460171896,United Kingdom
GBR,212.5,8,6.276001573516373,United Kingdom
GBR,237.5,1,5.4470202497964175,United Kingdom
GBR,262.5,2,4.727536992166292,United Kingdom
GBR,287.5,1,4.103088475416603,United Kingdom
GBR,312.5,2,3.5611217987280344,United Kingdom
GBR,337.5,2,3.0907421424999697,United Kingdom
GBR,362.5,2,2.6824937565565214,United Kingdom
GBR,387.5,4,2.32816987707177,United Kingdom
GBR,412.5,2,2.02064775109206,United Kingdom
GBR,437.5,0,1.753745452255708,United Kingdom
GBR,462.5,1,1.5220976093658178,United Kingdom
GBR,487.5,0,1.3210475496641716,United Kingdom
GBR,512.5,0,1.1465536886302825,United Kingdom
GBR,537.5,1,0.995108284517032,United Kingdom
GBR,562.5,0,0.863666924396166,United Kingdom
GBR,587.5,0,0.7495873242156503,United Kingdom
GBR,612.5,2,0.6505762126037405,United Kingdom
GBR,637.5,1,0.5646432306585447,United Kingdom
GBR,662.5,0,0.4900609209988498,United Kingdom
GBR,687.5,0,0.425330001760806,United Kingdom
GBR,712.5,0,0.36914922746570084,United Kingdom
GBR,737.5,0,0.32038923088985505,United Kingdom
GBR,762.5,0,0.27806982009661246,United Kingdom
GBR,787.5,0,0.24134027424642582,United Kingdom
GBR,812.5,0,0.20946224208404113,United Kingdom
GBR,837.5,0,0.18179489932159645,United Kingdom
GBR,862.5,0,0.15778206654585186,United Kingdom
GBR,887.5,0,0.13694102868881544,United Kingdom
GBR,912.5,0,0.11885283130640895,United Kingdom
GBR,937.5,0,0.10315385859742518,United Kingdom
GBR,962.5,0,0.08952852386076718,United Kingdom
GBR,987.5,0,0.07770292545206524,United Kingdom
GBR,1012.5,0,0.06743934070887998,United Kingdom
GBR,1037.5,0,0.058531447159655935,United Kingdom
GBR,1062.5,0,0.050800174951170514,United Kingdom
GBR,1087.5,0,0.04409010711852052,United Kingdom
GBR,1112.5,0,0.03826635533419863,United Kingdom
GBR,1137.5,0,0.03321184833206454,United Kingdom
GBR,1162.5,0,0.02882497849605101,United Kingdom
GBR,1187.5,0,0.025017559305689076,United Kingdom
SEN,62.5,49,19.117243485915754,Senegal
SEN,87.5,22,15.79530877209226,Senegal
SEN,112.5,4,13.0506147180446,Senegal
SEN,137.5,7,10.782856288303025,Senegal
SEN,162.5,6,8.909158093023274,Senegal
SEN,187.5,3,7.36104570108982,Senegal
SEN,212.5,2,6.081943237258831,Senegal
SEN,237.5,4,5.025105812855113,Senegal
SEN,262.5,1,4.151911230557834,Senegal
SEN,287.5,2,3.4304485335081814,Senegal
SEN,312.5,2,2.834351817167178,Senegal
SEN,337.5,1,2.3418366854970176,Senegal
SEN,362.5,0,1.9349041386897687,Senegal
SEN,387.5,0,1.5986827984651932,Senegal
SEN,412.5,1,1.3208854325150932,Senegal
SEN,437.5,1,1.0913599167424752,Senegal
SEN,462.5,0,0.9017182251788759,Senegal
SEN,487.5,2,0.7450298889908575,Senegal
SEN,512.5,1,0.6155687220136199,Senegal
SEN,537.5,1,0.508603556878417,Senegal
SEN,562.5,0,0.42022534417147905,Senegal
SEN,587.5,0,0.34720429595079916,Senegal
SEN,612.5,0,0.28687185292063033,Senegal
SEN,637.5,1,0.23702316174621152,Senegal
SEN,662.5,0,0.19583649853478757,Senegal
SEN,687.5,0,0.1618066938092589,Senegal
SEN,712.5,0,0.13369012598450117,Senegal
SEN,737.5,0,0.110459273130082,Senegal
SEN,762.5,0,0.09126516210958227,Senegal
SEN,787.5,0,0.07540634279821885,Senegal
SEN,812.5,0,0.06230325353912558,Senegal
SEN,837.5,0,0.051477041022224466,Senegal
SEN,862.5,0,0.042532060556683765,Senegal
SEN,887.5,0,0.035141417208030816,Senegal
SEN,912.5,0,0.029035019400093297,Senegal
SEN,937.5,0,0.023989708399431646,Senegal
SEN,962.5,0,0.019821102963950715,Senegal
SEN,987.5,0,0.01637686111754712,Senegal
SEN,1012.5,0,0.013531112801918595,Senegal
SEN,1037.5,0,0.01117985994650763,Senegal
SEN,1062.5,0,0.009237175851967974,Senegal
SEN,1087.5,0,0.007632064992577023,Senegal
SEN,1112.5,0,0.006305868480234459,Senegal
SEN,1137.5,0,0.005210120370907323,Senegal
SEN,1162.5,0,0.0043047764735900575,Senegal
SEN,1187.5,0,0.0035567509324878495,Senegal
IRL,62.5,22,22.11845007772688,Ireland
IRL,87.5,25,17.58870095382636,Ireland
IRL,112.5,31,13.98662203526896,Ireland
IRL,137.5,13,11.122231054529008,Ireland
IRL,162.5,12,8.844453172352479,Ireland
IRL,187.5,1,7.033152928978448,Ireland
IRL,212.5,4,5.592798012320894,Ireland
IRL,237.5,0,4.44742065507221,Ireland
IRL,262.5,0,3.536610912746862,Ireland
IRL,287.5,0,2.812330498554357,Ireland
IRL,312.5,0,2.2363791291239323,Ireland
IRL,337.5,0,1.7783797500869851,Ireland
IRL,362.5,0,1.4141763774903415,Ireland
IRL,387.5,0,1.1245600533597069,Ireland
IRL,412.5,0,0.8942557192594925,Ireland
IRL,437.5,0,0.7111165731338088,Ireland
IRL,462.5,0,0.5654834178799507,Ireland
IRL,487.5,0,0.4496752121638929,Ireland
IRL,512.5,0,0.3575839539074988,Ireland
IRL,537.5,0,0.2843525296331242,Ireland
IRL,562.5,0,0.22611853866818613,Ireland
IRL,587.5,0,0.17981058088497906,Ireland
IRL,612.5,0,0.1429862637031662,Ireland
IRL,637.5,0,0.11370338445698475,Ireland
IRL,662.5,0,0.09041749397555189,Ireland
IRL,687.5,0,0.07190043863572011,Ireland
IRL,712.5,0,0.057175584598747324,Ireland
IRL,737.5,0,0.045466307803382934,Ireland
IRL,762.5,0,0.0361550329529385,Ireland
IRL,787.5,0,0.028750661115518154,Ireland
IRL,812.5,0,0.02286266799022549,Ireland
IRL,837.5,0,0.01818050672057389,Ireland
IRL,862.5,0,0.014457228909520668,Ireland
IRL,887.5,0,0.011496459969695042,Ireland
IRL,912.5,0,0.009142041857549119,Ireland
IRL,937.5,0,0.0072697969240401936,Ireland
IRL,962.5,0,0.005780978488225431,Ireland
IRL,987.5,0,0.00459706270070046,Ireland
IRL,1012.5,0,0.0036556070079303673,Ireland
IRL,1037.5,0,0.0029069567823032604,Ireland
IRL,1062.5,0,0.0023116264181947607,Ireland
IRL,1087.5,0,0.0018382167667347368,Ireland
IRL,1112.5,0,0.001461759069211774,Ireland
IRL,1137.5,0,0.0011623980452768775,Ireland
IRL,1162.5,0,0.0009243446776899744,Ireland
IRL,1187.5,0,0.0007350434617540657,Ireland
VEN,62.5,12,12.995339431205135,Venezuela
VEN,87.5,11,11.406090348593114,Venezuela
VEN,112.5,16,10.011196531571036,Venezuela
VEN,137.5,9,8.786889541524827,Venezuela
VEN,162.5,8,7.712307671862462,Venezuela
VEN,187.5,6,6.769140472789761,Venezuela
VEN,212.5,17,5.941316748492062,Venezuela
VEN,237.5,8,5.2147307103178555,Venezuela
VEN,262.5,5,4.577001619722447,Venezuela
VEN,287.5,3,4.017262825382774,Venezuela
VEN,312.5,1,3.5259765997594332,Venezuela
VEN,337.5,3,3.094771619993888,Venezuela
VEN,362.5,1,2.7163003238799566,Venezuela
VEN,387.5,0,2.384113710311474,Venezuela
VEN,412.5,1,2.092551450855837,Venezuela
VEN,437.5,0,1.8366454399973793,Venezuela
VEN,462.5,1,1.6120351405857203,Venezuela
VEN,487.5,0,1.4148932820081483,Venezuela
VEN,512.5,0,1.241860645013239,Venezuela
VEN,537.5,1,1.0899888219441107,Venezuela
VEN,562.5,0,0.9566899770388015,Venezuela
VEN,587.5,0,0.8396927507330291,Venezuela
VEN,612.5,0,0.7370035565920929,Venezuela
VEN,637.5,0,0.6468726113869898,Venezuela
VEN,662.5,1,0.5677641194806451,Venezuela
VEN,687.5,0,0.4983301034781229,Venezuela
VEN,712.5,0,0.4373874352251471,Venezuela
VEN,737.5,1,0.38389767577275064,Venezuela
VEN,762.5,0,0.33694938078833386,Venezuela
VEN,787.5,0,0.2957425699051398,Venezuela
VEN,812.5,0,0.2595750953732887,Venezuela
VEN,837.5,0,0.2278306777399655,Venezuela
VEN,862.5,0,0.19996840469153898,Venezuela
VEN,887.5,0,0.1755135141217581,Venezuela
VEN,912.5,0,0.1540493043732704,Venezuela
VEN,937.5,1,0.135210033806448,Venezuela
VEN,962.5,0,0.1186746887064292,Venezuela
VEN,987.5,0,0.10416151333658256,Venezuela
VEN,1012.5,0,0.09142320893213256,Venezuela
VEN,1037.5,0,0.08024271982726115,Venezuela
VEN,1062.5,0,0.07042953491224004,Venezuela
VEN,1087.5,0,0.06181644139970498,Venezuela
VEN,1112.5,0,0.054256675584829855,Venezuela
VEN,1137.5,0,0.04762142204987725,Venezuela
VEN,1162.5,0,0.04179761870053116,Venezuela
VEN,1187.5,0,0.03668603023245156,Venezuela
CAN,62.5,38,17.314579705473477,Canada
CAN,87.5,18,14.224278168948777,Canada
CAN,112.5,12,11.685532820855741,Canada
CAN,137.5,9,9.599902060786857,Canada
CAN,162.5,4,7.8865141187417915,Canada
CAN,187.5,3,6.478931196514297,Canada
CAN,212.5,5,5.3225732962820045,Canada
CAN,237.5,2,4.372601843578151,Canada
CAN,262.5,0,3.5921810406666705,Canada
CAN,287.5,0,2.951049533100373,Canada
CAN,312.5,0,2.4243470048479736,Canada
CAN,337.5,0,1.991650202407983,Canada
CAN,362.5,1,1.6361810090797975,Canada
CAN,387.5,0,1.3441558619263076,Canada
CAN,412.5,2,1.1042512846222203,Canada
CAN,437.5,0,0.9071648118562399,Canada
CAN,462.5,0,0.7452542798278724,Canada
CAN,487.5,0,0.6122414960797762,Canada
CAN,512.5,0,0.5029687982584337,Canada
CAN,537.5,0,0.41319906220237834,Canada
CAN,562.5,0,0.33945140453263406,Canada
CAN,587.5,0,0.2788662090010997,Canada
CAN,612.5,1,0.22909424289967878,Canada
CAN,637.5,0,0.18820556394331467,Canada
CAN,662.5,1,0.1546146854276142,Canada
CAN,687.5,1,0.12701909788962518,Canada
CAN,712.5,0,0.10434876340542973,Canada
CAN,737.5,0,0.08572462413254438,Canada
CAN,762.5,0,0.07042451623612059,Canada
CAN,787.5,0,0.05785516748868566,Canada
CAN,812.5,0,0.04752919273056438,Canada
CAN,837.5,0,0.03904619517453741,Canada
CAN,862.5,0,0.03207724074446596,Canada
CAN,887.5,0,0.02635210342977,Canada
CAN,912.5,0,0.02164878708570246,Canada
CAN,937.5,0,0.017784917379753365,Canada
CAN,962.5,0,0.014610670101436109,Canada
CAN,987.5,0,0.012002961624973612,Canada
CAN,1012.5,0,0.009860676257187583,Canada
CAN,1037.5,0,0.008100745406583872,Canada
CAN,1062.5,0,0.0066549265416336375,Canada
CAN,1087.5,0,0.0054671570394692805,Canada
CAN,1112.5,0,0.004491380319104689,Canada
CAN,1137.5,0,0.0036897599657682214,Canada
CAN,1162.5,0,0.003031212597846033,Canada
CAN,1187.5,0,0.0024902025873333863,Canada
SLB,62.5,18,17.164432467248933,Solomon Islands
SLB,87.5,20,13.927091056875613,Solomon Islands
SLB,112.5,18,11.300336651188589,Solomon Islands
SLB,137.5,14,9.169007936309384,Solomon Islands
SLB,162.5,7,7.43966389065603,Solomon Islands
SLB,187.5,4,6.036487174010426,Solomon Islands
SLB,212.5,5,4.89796016830256,Solomon Islands
SLB,237.5,4,3.9741679421709932,Solomon Islands
SLB,262.5,1,3.2246098967466947,Solomon Islands
SLB,287.5,0,2.616424151546182,Solomon Islands
SLB,312.5,0,2.122946824575809,Solomon Islands
SLB,337.5,0,1.7225430430739535,Solomon Islands
SLB,362.5,0,1.3976584344430445,Solomon Islands
SLB,387.5,0,1.134049513145265,Solomon Islands
SLB,412.5,0,0.920159222433698,Solomon Islands
SLB,437.5,0,0.7466102536224501,Solomon Islands
SLB,462.5,0,0.6057939291635205,Solomon Islands
SLB,487.5,0,0.4915366254760515,Solomon Islands
SLB,512.5,0,0.39882911094533346,Solomon Islands
SLB,537.5,0,0.32360693281685066,Solomon Islands
SLB,562.5,0,0.26257222477795794,Solomon Islands
SLB,587.5,0,0.21304912297371253,Solomon Islands
SLB,612.5,0,0.1728664516525112,Solomon Islands
SLB,637.5,0,0.1402625351835782,Solomon Islands
SLB,662.5,0,0.11380796324591422,Solomon Islands
SLB,687.5,0,0.09234292308515997,Solomon Islands
SLB,712.5,0,0.07492635137915882,Solomon Islands
SLB,737.5,0,0.060794676445510565,Solomon Islands
SLB,762.5,0,0.0493283419795681,Solomon Islands
SLB,787.5,0,0.04002464466828172,Solomon Islands
SLB,812.5,0,0.03247569483452298,Solomon Islands
SLB,837.5,0,0.02635053387046607,Solomon Islands
SLB,862.5,0,0.02138062445768703,Solomon Islands
SLB,887.5,0,0.017348077441128398,Solomon Islands
SLB,912.5,0,0.01407609920370846,Solomon Islands
SLB,937.5,0,0.011421240737764713,Solomon Islands
SLB,962.5,0,0.009267108600362419,Solomon Islands
SLB,987.5,0,0.007519262029627337,Solomon Islands
SLB,1012.5,0,0.006101072503668913,Solomon Islands
SLB,1037.5,0,0.004950364217713564,Solomon Islands
SLB,1062.5,0,0.004016688192664348,Solomon Islands
SLB,1087.5,0,0.0032591105073245556,Solomon Islands
SLB,1112.5,0,0.002644417686765372,Solomon Islands
SLB,1137.5,0,0.0021456605679512158,Solomon Islands
SLB,1162.5,0,0.0017409728031544222,Solomon Islands
SLB,1187.5,0,0.001412612202767908,Solomon Islands
GHA,62.5,9,7.90997408857854,Ghana
GHA,87.5,7,7.22559809031374,Ghana
GHA,112.5,2,6.600434739493313,Ghana
GHA,137.5,5,6.0293609201308875,Ghana
GHA,162.5,2,5.507696771499674,Ghana
GHA,187.5,2,5.031167337404876,Ghana
GHA,212.5,7,4.5958675335856,Ghana
GHA,237.5,9,4.198230146159533,Ghana
GHA,262.5,4,3.8349965988623462,Ghana
GHA,287.5,4,3.503190249524464,Ghana
GHA,312.5,9,3.200091996953479,Ghana
GHA,337.5,3,2.9232179983247804,Ghana
GHA,362.5,4,2.6702993144775293,Ghana
GHA,387.5,3,2.439263316312883,Ghana
GHA,412.5,3,2.228216699922203,Ghana
GHA,437.5,2,2.035429971257519,Ghana
GHA,462.5,4,1.8593232731978018,Ghana
GHA,487.5,4,1.6984534388668722,Ghana
GHA,512.5,3,1.5515021651061622,Ghana
GHA,537.5,0,1.4172652091864568,Ghana
GHA,562.5,2,1.294642520226764,Ghana
GHA,587.5,0,1.1826292244492884,Ghana
GHA,612.5,1,1.0803073903957037,Ghana
GHA,637.5,0,0.9868385066224328,Ghana
GHA,662.5,1,0.9014566102302608,Ghana
GHA,687.5,0,0.8234620099180464,Ghana
GHA,712.5,0,0.7522155521218546,Ghana
GHA,737.5,0,0.6871333832514022,Ghana
GHA,762.5,0,0.6276821651010562,Ghana
GHA,787.5,0,0.573374704226528,Ghana
GHA,812.5,0,0.5237659594707815,Ghana
GHA,837.5,0,0.47844939492128696,Ghana
GHA,862.5,0,0.43705364841167155,Ghana
GHA,887.5,0,0.39923948826683703,Ghana
GHA,912.5,0,0.3646970333523653,Ghana
GHA,937.5,0,0.3331432136470469,Ghana
GHA,962.5,0,0.3043194505282716,Ghana
GHA,987.5,0,0.2779895377606125,Ghana
GHA,1012.5,0,0.25393770582266995,Ghana
GHA,1037.5,0,0.23196685370945533,Ghana
GHA,1062.5,0,0.21189693372059212,Ghana
GHA,1087.5,0,0.19356347599741794,Ghana
GHA,1112.5,0,0.17681624071828872,Ghana
GHA,1137.5,0,0.16151798690659366,Ghana
GHA,1162.5,0,0.14754334776251138,Ghana
GHA,1187.5,0,0.13477780330160785,Ghana
SLV,62.5,8,9.567853015739397,El Salvador
SLV,87.5,11,8.556669050521876,El Salvador
SLV,112.5,5,7.652352635404763,El Salvador
SLV,137.5,2,6.843609412825757,El Salvador
SLV,162.5,2,6.120338675798623,El Salvador
SLV,187.5,10,5.473507216276038,El Salvador
SLV,212.5,19,4.895036505919602,El Salvador
SLV,237.5,7,4.3777018002340204,El Salvador
SLV,262.5,10,3.915041905938149,El Salvador
SLV,287.5,4,3.5012784846222953,El Salvador
SLV,312.5,0,3.1312438848445927,El Salvador
SLV,337.5,1,2.8003166013326375,El Salvador
SLV,362.5,3,2.504363555216449,El Salvador
SLV,387.5,1,2.2396884744073873,El Salvador
SLV,412.5,1,2.002985729426073,El Salvador
SLV,437.5,0,1.7912990481169713,El Salvador
SLV,462.5,0,1.6019845936217354,El Salvador
SLV,487.5,1,1.4326779444778623,El Salvador
SLV,512.5,1,1.2812645644443799,El Salvador
SLV,537.5,0,1.1458533932405224,El Salvador
SLV,562.5,1,1.0247532283624692,El Salvador
SLV,587.5,0,0.9164516030009183,El Salvador
SLV,612.5,0,0.8195958962579388,El Salvador
SLV,637.5,0,0.7329764397413394,El Salvador
SLV,662.5,1,0.6555114095480941,El Salvador
SLV,687.5,0,0.586233314947171,El Salvador
SLV,712.5,0,0.5242769150133746,El Salvador
SLV,737.5,0,0.4688684122988089,El Salvador
SLV,762.5,1,0.419315788577088,El Salvador
